Positive,Negative,Game_name,Positive_Rate,Link
293,120,Darwinia,0.71,https://store.steampowered.com/app/1500/Darwinia/
118,8,Jumps,0.94,https://store.steampowered.com/app/544310/Jumps/
410,56,SharpShooter3D,0.88,https://store.steampowered.com/app/873150/SharpShooter3D/
468,622,Ship Simulator Extremes,0.43,https://store.steampowered.com/app/48800/Ship_Simulator_Extremes/
13,3,Dimension Drifter,0.87,https://store.steampowered.com/app/913590/Dimension_Drifter/
89,35,LEGRAND LEGACY Tale of the Fatebounds,0.72,https://store.steampowered.com/app/556740/LEGRAND_LEGACY_Tale_of_the_Fatebounds/
1322,181,Make America Great Again The Trump Presidency,0.88,https://store.steampowered.com/app/515040/Make_America_Great_Again_The_Trump_Presidency/
60,8,Keepsake,0.89,https://store.steampowered.com/app/704860/Keepsake/
554,176,Bloody Good Time,0.76,https://store.steampowered.com/app/2450/Bloody_Good_Time/
134,14,Chronology,0.91,https://store.steampowered.com/app/269330/Chronology/
68,11,Eets Munchies,0.87,https://store.steampowered.com/app/214550/Eets_Munchies/
4198,628,Dragonia,0.87,https://store.steampowered.com/app/635730/Dragonia/
32,6,Lazaretto,0.86,https://store.steampowered.com/app/628350/Lazaretto/
1051,389,Dungeon Siege,0.73,https://store.steampowered.com/app/39190/Dungeon_Siege/
34,5,Kartong  Death by Cardboard,0.89,https://store.steampowered.com/app/602480/Kartong__Death_by_Cardboard/
534,160,Evil Maze,0.77,https://store.steampowered.com/app/484950/Evil_Maze/
104,10,Darklands,0.92,https://store.steampowered.com/app/327930/Darklands/
1130,155,Music Racer,0.88,https://store.steampowered.com/app/893030/Music_Racer/
970,547,Battle of Empires  19141918,0.64,https://store.steampowered.com/app/316430/Battle_of_Empires__19141918/
44,5,No Time to Relax,0.91,https://store.steampowered.com/app/829660/No_Time_to_Relax/
209,24,Quarantine Circular,0.9,https://store.steampowered.com/app/853500/Quarantine_Circular/
45,57,WARMA,0.45,https://store.steampowered.com/app/697630/WARMA/
2673,400,Plantera,0.87,https://store.steampowered.com/app/421040/Plantera/
306,55,Bad Rats Show,0.85,https://store.steampowered.com/app/393200/Bad_Rats_Show/
87,19,Shadow Ops Red Mercury,0.83,https://store.steampowered.com/app/286770/Shadow_Ops_Red_Mercury/
27,5,Luna,0.87,https://store.steampowered.com/app/605770/Luna/
28,2,Rocket Mania Deluxe,0.96,https://store.steampowered.com/app/3440/Rocket_Mania_Deluxe/
13,0,Factory Balls,1.0,https://store.steampowered.com/app/1054660/Factory_Balls/
860,86,Broken Sword Directors Cut,0.91,https://store.steampowered.com/app/57640/Broken_Sword_Directors_Cut/
232,13,Blackwell Convergence,0.95,https://store.steampowered.com/app/80350/Blackwell_Convergence/
353,23,Outcast 11,0.94,https://store.steampowered.com/app/336610/Outcast_11/
12,0,Grisaia Phantom Trigger Vol6,1.0,https://store.steampowered.com/app/1039970/Grisaia_Phantom_Trigger_Vol6/
370,138,PixelJunk Nom Nom Galaxy,0.73,https://store.steampowered.com/app/226100/PixelJunk_Nom_Nom_Galaxy/
14,4,Swarm Queen,0.83,https://store.steampowered.com/app/701870/Swarm_Queen/
2544,637,Car Mechanic Simulator 2014,0.8,https://store.steampowered.com/app/270850/Car_Mechanic_Simulator_2014/
240,24,Silver,0.91,https://store.steampowered.com/app/606680/Silver/
84,15,Zombie Builder Defense,0.85,https://store.steampowered.com/app/945460/Zombie_Builder_Defense/
321,76,DreadOut Keepers of The Dark,0.81,https://store.steampowered.com/app/418950/DreadOut_Keepers_of_The_Dark/
140,53,Unruly Heroes,0.73,https://store.steampowered.com/app/780350/Unruly_Heroes/
94,10,Up Left Out,0.91,https://store.steampowered.com/app/867380/Up_Left_Out/
830,53,Detective Grimoire,0.94,https://store.steampowered.com/app/272600/Detective_Grimoire/
45,19,Nancy Drew Secrets Can Kill REMASTERED,0.71,https://store.steampowered.com/app/42210/Nancy_Drew_Secrets_Can_Kill_REMASTERED/
17,5,BULLET SOUL INFINITE BURST,0.81,https://store.steampowered.com/app/545060/BULLET_SOUL_INFINITE_BURST/
1417,271,Fairy Fencer F Advent Dark Force    ADVENT DARK FORCE   F ADVENT DARK FORCE,0.84,https://store.steampowered.com/app/524580/Fairy_Fencer_F_Advent_Dark_Force____ADVENT_DARK_FORCE___F_ADVENT_DARK_FORCE/
156,16,Nevrosa Prelude,0.91,https://store.steampowered.com/app/598070/Nevrosa_Prelude/
27,2,ADIOS Amigos A Space Physics Odyssey,0.96,https://store.steampowered.com/app/725120/ADIOS_Amigos_A_Space_Physics_Odyssey/
189,34,Domino Sky,0.85,https://store.steampowered.com/app/457480/Domino_Sky/
94,20,Frisky Business,0.83,https://store.steampowered.com/app/588240/Frisky_Business/
207,112,Paper Dolls Original,0.65,https://store.steampowered.com/app/1051310/Paper_Dolls_Original/
58,15,Governor of Poker 2,0.8,https://store.steampowered.com/app/70200/Governor_of_Poker_2/
1324,234,Dwarfs  F2P,0.85,https://store.steampowered.com/app/213650/Dwarfs__F2P/
135,64,necromancyEmilys Escape,0.68,https://store.steampowered.com/app/975120/necromancyEmilys_Escape/
64,36,To End All Wars,0.64,https://store.steampowered.com/app/312360/To_End_All_Wars/
286,22,Coffin of Ashes,0.93,https://store.steampowered.com/app/546080/Coffin_of_Ashes/
530,326,Tale of WuxiaThe PreSequel,0.62,https://store.steampowered.com/app/650760/Tale_of_WuxiaThe_PreSequel/
213,17,Starward Rogue,0.93,https://store.steampowered.com/app/410820/Starward_Rogue/
259,14,Hello Charlotte EP2 Requiem Aeternam Deo,0.95,https://store.steampowered.com/app/557630/Hello_Charlotte_EP2_Requiem_Aeternam_Deo/
108,11,12 Labours of Hercules VI Race for Olympus Platinum Edition,0.91,https://store.steampowered.com/app/567800/12_Labours_of_Hercules_VI_Race_for_Olympus_Platinum_Edition/
112,5,Squidlit,0.96,https://store.steampowered.com/app/799510/Squidlit/
555,55,Slavistan,0.91,https://store.steampowered.com/app/504770/Slavistan/
119,7,qop 2,0.95,https://store.steampowered.com/app/757330/qop_2/
3550,3412,SURVIVAL,0.51,https://store.steampowered.com/app/351290/SURVIVAL/
115,28,Breathing Fear,0.81,https://store.steampowered.com/app/535400/Breathing_Fear/
36,14,OldMaidGirl,0.72,https://store.steampowered.com/app/672160/OldMaidGirl/
97,19,Indecision,0.84,https://store.steampowered.com/app/720030/Indecision/
26,12,Space Battle VR,0.71,https://store.steampowered.com/app/982700/Space_Battle_VR/
21,7,Dins Legacy,0.75,https://store.steampowered.com/app/911550/Dins_Legacy/
57,9,Not Without My Poop,0.87,https://store.steampowered.com/app/789730/Not_Without_My_Poop/
154,35,Geometry May I swear its a nice free game,0.82,https://store.steampowered.com/app/1057430/Geometry_May_I_swear_its_a_nice_free_game/
83,95,Braveland Heroes,0.47,https://store.steampowered.com/app/931650/Braveland_Heroes/
16,2,Vignettes,0.94,https://store.steampowered.com/app/944340/Vignettes/
15,0,Synthwave Dream 85,1.0,https://store.steampowered.com/app/881130/Synthwave_Dream_85/
982,364,Enclave,0.73,https://store.steampowered.com/app/253980/Enclave/
157,14,LineWay,0.92,https://store.steampowered.com/app/661430/LineWay/
61,10,Loria,0.87,https://store.steampowered.com/app/946660/Loria/
20,4,The Wolfs Bite,0.87,https://store.steampowered.com/app/656040/The_Wolfs_Bite/
150,54,BalanCity,0.74,https://store.steampowered.com/app/462680/BalanCity/
324,72,Cyberhunt,0.82,https://store.steampowered.com/app/636150/Cyberhunt/
179,35,A House of Many Doors,0.84,https://store.steampowered.com/app/437250/A_House_of_Many_Doors/
426,192,Bounty Train,0.69,https://store.steampowered.com/app/371520/Bounty_Train/
197,30,Oik 3,0.87,https://store.steampowered.com/app/655100/Oik_3/
79,4,PEG,0.96,https://store.steampowered.com/app/699600/PEG/
86,13,Oik Memory,0.87,https://store.steampowered.com/app/671090/Oik_Memory/
196,30,Irony Of Nightmare,0.87,https://store.steampowered.com/app/740290/Irony_Of_Nightmare/
21,0,Perceptions of the Dead 2,1.0,https://store.steampowered.com/app/817860/Perceptions_of_the_Dead_2/
22,25,CastleMiner Warfare,0.48,https://store.steampowered.com/app/675210/CastleMiner_Warfare/
614,118,Rock N Roll Defense,0.84,https://store.steampowered.com/app/438480/Rock_N_Roll_Defense/
38,4,Lance A Lot Enhanced Edition,0.92,https://store.steampowered.com/app/684530/Lance_A_Lot_Enhanced_Edition/
753,75,Oik 2,0.91,https://store.steampowered.com/app/611980/Oik_2/
77,6,TOK,0.93,https://store.steampowered.com/app/904570/TOK/
198,89,Initial 2  New Stage,0.69,https://store.steampowered.com/app/904310/Initial_2__New_Stage/
35,9,Play with Gilbert,0.81,https://store.steampowered.com/app/740040/Play_with_Gilbert/
97,8,qop 3,0.93,https://store.steampowered.com/app/864300/qop_3/
3307,495,Zup 3,0.87,https://store.steampowered.com/app/575640/Zup_3/
10,3,Cyber Gun,0.84,https://store.steampowered.com/app/1065570/Cyber_Gun/
52,6,Alpacapaca Dash,0.91,https://store.steampowered.com/app/579230/Alpacapaca_Dash/
10,2,Night of the Blood Moon,0.91,https://store.steampowered.com/app/894000/Night_of_the_Blood_Moon/
924,139,Delicious Pretty Girls Mahjong Solitaire,0.87,https://store.steampowered.com/app/540610/Delicious_Pretty_Girls_Mahjong_Solitaire/
24,8,The World Next Door,0.78,https://store.steampowered.com/app/755470/The_World_Next_Door/
174,52,Ultra Savage,0.77,https://store.steampowered.com/app/1056390/Ultra_Savage/
1635,203,UBERMOSH,0.89,https://store.steampowered.com/app/357070/UBERMOSH/
7,3,Demon Hunter 5 Ascendance,0.7,https://store.steampowered.com/app/1020270/Demon_Hunter_5_Ascendance/
4851,1213,Art of War Red Tides,0.8,https://store.steampowered.com/app/558100/Art_of_War_Red_Tides/
42,14,Monsters and Monocles,0.76,https://store.steampowered.com/app/328510/Monsters_and_Monocles/
188,54,Vietnam 65,0.78,https://store.steampowered.com/app/336080/Vietnam_65/
10,3,Gunman Tales,0.84,https://store.steampowered.com/app/760320/Gunman_Tales/
222,25,Humanpowered spacecraft,0.9,https://store.steampowered.com/app/699180/Humanpowered_spacecraft/
1612,200,Splatter  Zombie Apocalypse,0.89,https://store.steampowered.com/app/281920/Splatter__Zombie_Apocalypse/
28,3,Talk to Strangers,0.93,https://store.steampowered.com/app/963280/Talk_to_Strangers/
247,13,Its Spring Again,0.95,https://store.steampowered.com/app/434210/Its_Spring_Again/
144,51,WillyNilly Knight,0.74,https://store.steampowered.com/app/610500/WillyNilly_Knight/
555,166,GuJian2,0.77,https://store.steampowered.com/app/570770/GuJian2/
9,5,Gotta Go,0.71,https://store.steampowered.com/app/491700/Gotta_Go/
61,6,Blackout Z Slaughterhouse Edition,0.92,https://store.steampowered.com/app/729660/Blackout_Z_Slaughterhouse_Edition/
21,2,Robbery Bob Man of Steal,0.95,https://store.steampowered.com/app/372960/Robbery_Bob_Man_of_Steal/
145,102,Red Stone Online,0.59,https://store.steampowered.com/app/350700/Red_Stone_Online/
501,63,Wayout,0.89,https://store.steampowered.com/app/551110/Wayout/
35,2,Monsters Ate My Birthday Cake,0.97,https://store.steampowered.com/app/297590/Monsters_Ate_My_Birthday_Cake/
313,35,qop,0.9,https://store.steampowered.com/app/654900/qop/
193,69,Delivery from the Pain,0.74,https://store.steampowered.com/app/685340/Delivery_from_the_Pain/
12,2,Clarent Saga Tactics,0.92,https://store.steampowered.com/app/709670/Clarent_Saga_Tactics/
39,7,YOU DONT KNOW JACK Vol 4 The Ride,0.86,https://store.steampowered.com/app/259980/YOU_DONT_KNOW_JACK_Vol_4_The_Ride/
514,84,Planes Bullets and Vodka,0.86,https://store.steampowered.com/app/562360/Planes_Bullets_and_Vodka/
559,149,Microcosmum survival of cells,0.79,https://store.steampowered.com/app/386260/Microcosmum_survival_of_cells/
3338,1798,Tree of Life,0.65,https://store.steampowered.com/app/361800/Tree_of_Life/
181,78,Zombie Grinder,0.7,https://store.steampowered.com/app/263920/Zombie_Grinder/
5346,403,Zup,0.93,https://store.steampowered.com/app/533300/Zup/
1698,232,Zup 4,0.88,https://store.steampowered.com/app/591420/Zup_4/
291,194,The Escapists The Walking Dead,0.6,https://store.steampowered.com/app/388060/The_Escapists_The_Walking_Dead/
1429,125,Zup 5,0.92,https://store.steampowered.com/app/645090/Zup_5/
2068,180,Turbo Pug,0.92,https://store.steampowered.com/app/418070/Turbo_Pug/
1065,106,SAMOLIOTIK,0.91,https://store.steampowered.com/app/449680/SAMOLIOTIK/
430,77,Ring Runner Flight of the Sages,0.85,https://store.steampowered.com/app/258010/Ring_Runner_Flight_of_the_Sages/
33,5,The Secret Order 6 Bloodline,0.89,https://store.steampowered.com/app/662190/The_Secret_Order_6_Bloodline/
88,11,Hade,0.89,https://store.steampowered.com/app/552160/Hade/
141,56,Dungeon Lords Steam Edition,0.72,https://store.steampowered.com/app/271760/Dungeon_Lords_Steam_Edition/
36,13,A Legionarys Life,0.75,https://store.steampowered.com/app/1058430/A_Legionarys_Life/
109,8,Lines Infinite,0.94,https://store.steampowered.com/app/733050/Lines_Infinite/
590,187,Desperados Wanted Dead or Alive,0.76,https://store.steampowered.com/app/260730/Desperados_Wanted_Dead_or_Alive/
263,62,Lines X,0.81,https://store.steampowered.com/app/724740/Lines_X/
45,10,Slip,0.83,https://store.steampowered.com/app/291070/Slip/
1329,444,Hero Zero,0.75,https://store.steampowered.com/app/482920/Hero_Zero/
344,121,Small World 2,0.74,https://store.steampowered.com/app/235620/Small_World_2/
39,5,Endless ATC,0.9,https://store.steampowered.com/app/666610/Endless_ATC/
30,8,Jet Set Knights,0.81,https://store.steampowered.com/app/405550/Jet_Set_Knights/
54,46,Battlevoid Sector Siege,0.54,https://store.steampowered.com/app/716630/Battlevoid_Sector_Siege/
20,4,Attack of the Bugs,0.87,https://store.steampowered.com/app/597590/Attack_of_the_Bugs/
14,0,Minos Strategos,1.0,https://store.steampowered.com/app/577490/Minos_Strategos/
10,0,Ord,1.0,https://store.steampowered.com/app/1079000/Ord/
7,4,Signed and Sealed With a Kiss,0.72,https://store.steampowered.com/app/933230/Signed_and_Sealed_With_a_Kiss/
10,2,Der einzig wahre Auserwhlte,0.91,https://store.steampowered.com/app/654080/Der_einzig_wahre_Auserwhlte/
18,5,BASEBALL STARS 2,0.82,https://store.steampowered.com/app/366230/BASEBALL_STARS_2/
14,0,The Unlikely Legend of Rusty Pup,1.0,https://store.steampowered.com/app/800690/The_Unlikely_Legend_of_Rusty_Pup/
31,8,Flat Kingdom Papers Cut Edition,0.82,https://store.steampowered.com/app/405970/Flat_Kingdom_Papers_Cut_Edition/
50,2,Blind Love,0.98,https://store.steampowered.com/app/568020/Blind_Love/
402,142,The Raven  Legacy of a Master Thief,0.74,https://store.steampowered.com/app/233370/The_Raven__Legacy_of_a_Master_Thief/
52,43,DIG IT  A Digger Simulator,0.55,https://store.steampowered.com/app/311910/DIG_IT__A_Digger_Simulator/
81,14,aMAZE ZER0,0.86,https://store.steampowered.com/app/679660/aMAZE_ZER0/
793,324,Sacred 2 Gold,0.71,https://store.steampowered.com/app/225640/Sacred_2_Gold/
17,2,Dark Parables The Little Mermaid and the Purple Tide Collectors Edition,0.94,https://store.steampowered.com/app/453390/Dark_Parables_The_Little_Mermaid_and_the_Purple_Tide_Collectors_Edition/
30,3,Counter Fight Samurai Edition,0.93,https://store.steampowered.com/app/593210/Counter_Fight_Samurai_Edition/
177,8,RetroMaze,0.96,https://store.steampowered.com/app/852110/RetroMaze/
12,2,AltFrequencies,0.92,https://store.steampowered.com/app/1035050/AltFrequencies/
262,74,Doodle God,0.78,https://store.steampowered.com/app/348360/Doodle_God/
32,4,Path to Mnemosyne,0.91,https://store.steampowered.com/app/770410/Path_to_Mnemosyne/
363,149,My Lovely Daughter,0.71,https://store.steampowered.com/app/580170/My_Lovely_Daughter/
94,23,My Lady,0.81,https://store.steampowered.com/app/457530/My_Lady/
76,25,Stay Alive Apocalypse,0.76,https://store.steampowered.com/app/622420/Stay_Alive_Apocalypse/
37,8,Frosty Nights,0.84,https://store.steampowered.com/app/733800/Frosty_Nights/
21,24,Spirited Heart Deluxe,0.48,https://store.steampowered.com/app/293920/Spirited_Heart_Deluxe/
68,25,Realms of Arkania Star Trail,0.74,https://store.steampowered.com/app/288860/Realms_of_Arkania_Star_Trail/
21,5,Dark Parables Curse of Briar Rose Collectors Edition,0.84,https://store.steampowered.com/app/524600/Dark_Parables_Curse_of_Briar_Rose_Collectors_Edition/
23,10,Sacred Almanac Traces of Greed,0.72,https://store.steampowered.com/app/544650/Sacred_Almanac_Traces_of_Greed/
57,21,Fortify,0.74,https://store.steampowered.com/app/378260/Fortify/
7,4,XLaunchpad,0.72,https://store.steampowered.com/app/995660/XLaunchpad/
1233,123,The Deed,0.91,https://store.steampowered.com/app/420740/The_Deed/
208,24,Space Pilgrim Episode IV Sol,0.9,https://store.steampowered.com/app/446640/Space_Pilgrim_Episode_IV_Sol/
118,12,The Juicer,0.91,https://store.steampowered.com/app/400790/The_Juicer/
8,2,Money Makes Money,0.8,https://store.steampowered.com/app/1045680/Money_Makes_Money/
64,16,Jet Gunner,0.8,https://store.steampowered.com/app/314250/Jet_Gunner/
317,157,Rogue Warrior,0.67,https://store.steampowered.com/app/22310/Rogue_Warrior/
378,43,Cats are Liquid  A Light in the Shadows,0.9,https://store.steampowered.com/app/498330/Cats_are_Liquid__A_Light_in_the_Shadows/
7,7,Kursk  Battle at Prochorovka,0.5,https://store.steampowered.com/app/605200/Kursk__Battle_at_Prochorovka/
10,0,Dark Parables Rise of the Snow Queen Collectors Edition,1.0,https://store.steampowered.com/app/499110/Dark_Parables_Rise_of_the_Snow_Queen_Collectors_Edition/
676,202,Homesick,0.77,https://store.steampowered.com/app/244910/Homesick/
148,48,BattleCON Online,0.76,https://store.steampowered.com/app/792570/BattleCON_Online/
1415,762,BattleRush,0.65,https://store.steampowered.com/app/734580/BattleRush/
40,11,Next 2,0.8,https://store.steampowered.com/app/776370/Next_2/
19,5,Dark Parables The Exiled Prince Collectors Edition,0.83,https://store.steampowered.com/app/499100/Dark_Parables_The_Exiled_Prince_Collectors_Edition/
12,4,Wedding Dash 2 Rings Around the World,0.81,https://store.steampowered.com/app/37280/Wedding_Dash_2_Rings_Around_the_World/
10,0,Dark Parables Ballad of Rapunzel Collectors Edition,1.0,https://store.steampowered.com/app/629110/Dark_Parables_Ballad_of_Rapunzel_Collectors_Edition/
35,15,Project Zero Deaths,0.7,https://store.steampowered.com/app/1089650/Project_Zero_Deaths/
38,5,Tee Time Golf,0.9,https://store.steampowered.com/app/537630/Tee_Time_Golf/
11,2,Nelly Cootalot Spoonbeaks Ahoy HD,0.92,https://store.steampowered.com/app/763030/Nelly_Cootalot_Spoonbeaks_Ahoy_HD/
191,27,Space Pilgrim Episode III Delta Pavonis,0.88,https://store.steampowered.com/app/439250/Space_Pilgrim_Episode_III_Delta_Pavonis/
632,55,Slash It 2,0.92,https://store.steampowered.com/app/583760/Slash_It_2/
422,307,Notruf 112  Emergency Call 112,0.58,https://store.steampowered.com/app/491530/Notruf_112__Emergency_Call_112/
64,42,BANNERMEN,0.61,https://store.steampowered.com/app/699740/BANNERMEN/
88,8,the Sequence,0.92,https://store.steampowered.com/app/454320/the_Sequence/
28,10,NavalArt,0.76,https://store.steampowered.com/app/842780/NavalArt/
551,175,The Red Solstice,0.76,https://store.steampowered.com/app/265590/The_Red_Solstice/
97,29,XOXO Droplets,0.77,https://store.steampowered.com/app/622060/XOXO_Droplets/
405,333,Armikrog,0.55,https://store.steampowered.com/app/334120/Armikrog/
36,19,Global Outbreak Doomsday Edition,0.67,https://store.steampowered.com/app/264260/Global_Outbreak_Doomsday_Edition/
9,6,Helping Hand,0.6,https://store.steampowered.com/app/820880/Helping_Hand/
131,118,VEGAS Movie Studio 14 Platinum Steam Edition,0.53,https://store.steampowered.com/app/523120/VEGAS_Movie_Studio_14_Platinum_Steam_Edition/
21,11,Dungeon Brewmaster,0.68,https://store.steampowered.com/app/832720/Dungeon_Brewmaster/
1396,228,The Cave,0.86,https://store.steampowered.com/app/221810/The_Cave/
404,101,The Last NightMary  A Lenda do Cabea de Cuia,0.8,https://store.steampowered.com/app/407300/The_Last_NightMary__A_Lenda_do_Cabea_de_Cuia/
25,11,Jungle Guardians,0.72,https://store.steampowered.com/app/965460/Jungle_Guardians/
12,2,The Time Of Awakening,0.92,https://store.steampowered.com/app/951090/_The_Time_Of_Awakening/
8,3,Legendary Mahjong,0.81,https://store.steampowered.com/app/701290/Legendary_Mahjong/
28,10,Army Men,0.76,https://store.steampowered.com/app/549160/Army_Men/
141,18,Shootout on Cash Island,0.89,https://store.steampowered.com/app/614950/Shootout_on_Cash_Island/
115,35,Unfortunate Spacemen,0.77,https://store.steampowered.com/app/408900/Unfortunate_Spacemen/
64,39,Time Machine VR,0.63,https://store.steampowered.com/app/356180/Time_Machine_VR/
35,4,Rogue Bit,0.92,https://store.steampowered.com/app/949790/Rogue_Bit/
25,2,Command HQ,0.96,https://store.steampowered.com/app/329630/Command_HQ/
37,16,Morphite,0.71,https://store.steampowered.com/app/661740/Morphite/
70,6,Isoland,0.93,https://store.steampowered.com/app/831570/Isoland/
20,6,Deadstep,0.8,https://store.steampowered.com/app/751470/Deadstep/
80,34,Urban Chaos,0.71,https://store.steampowered.com/app/243060/Urban_Chaos/
48,7,Alices Patchwork,0.89,https://store.steampowered.com/app/444280/Alices_Patchwork/
17,4,PacaPlus,0.85,https://store.steampowered.com/app/610610/PacaPlus/
1001,124,Oik,0.89,https://store.steampowered.com/app/588970/Oik/
1514,333,My Name is Mayo,0.82,https://store.steampowered.com/app/434260/My_Name_is_Mayo/
12,0,OCTOPTICOM,1.0,https://store.steampowered.com/app/943190/OCTOPTICOM/
264,27,Prison Run and Gun,0.91,https://store.steampowered.com/app/436390/Prison_Run_and_Gun/
46,7,Gnomes Garden,0.88,https://store.steampowered.com/app/415830/Gnomes_Garden/
90,8,Wars and Warriors Joan of Arc,0.92,https://store.steampowered.com/app/294590/Wars_and_Warriors_Joan_of_Arc/
997,76,Zup 6,0.93,https://store.steampowered.com/app/566160/Zup_6/
11,3,Hockey Player VR,0.85,https://store.steampowered.com/app/1051570/Hockey_Player_VR/
1947,518,Tale of Wuxia,0.79,https://store.steampowered.com/app/377530/Tale_of_Wuxia/
1213,106,Zup Zero,0.92,https://store.steampowered.com/app/610360/Zup_Zero/
26,3,Fhtagn  Tales of the Creeping Madness,0.93,https://store.steampowered.com/app/802400/Fhtagn__Tales_of_the_Creeping_Madness/
14,0,Lanternium,1.0,https://store.steampowered.com/app/618210/Lanternium/
146,37,Sumoman,0.8,https://store.steampowered.com/app/552970/Sumoman/
796,51,Zup 7,0.94,https://store.steampowered.com/app/658560/Zup_7/
244,19,Zup Zero 2,0.93,https://store.steampowered.com/app/658550/Zup_Zero_2/
320,17,Montaro RE,0.95,https://store.steampowered.com/app/971680/Montaro_RE/
56,25,3D Earth Time Lapse PC Live Wallpaper,0.7,https://store.steampowered.com/app/927730/3D_Earth_Time_Lapse_PC_Live_Wallpaper/
101,24,Hack RUN,0.81,https://store.steampowered.com/app/378110/Hack_RUN/
68,3,Damned Daniel,0.97,https://store.steampowered.com/app/932500/Damned_Daniel/
202,16,SiNKR,0.93,https://store.steampowered.com/app/676420/SiNKR/
29,5,Istanbul Digital Edition,0.88,https://store.steampowered.com/app/943410/Istanbul_Digital_Edition/
168,7,Teleportals I swear its a nice game,0.96,https://store.steampowered.com/app/873200/Teleportals_I_swear_its_a_nice_game/
15,5,Final Battle,0.75,https://store.steampowered.com/app/638720/Final_Battle/
38,2,Vectronom,0.97,https://store.steampowered.com/app/925460/Vectronom/
218,86,The Last Federation,0.72,https://store.steampowered.com/app/273070/The_Last_Federation/
31,6,Eradicator,0.86,https://store.steampowered.com/app/329640/Eradicator/
237,5,Pinkman,0.98,https://store.steampowered.com/app/516480/Pinkman/
339,114,Voodoo Garden,0.75,https://store.steampowered.com/app/502770/Voodoo_Garden/
78,10,Isotiles  Isometric Puzzle Game,0.89,https://store.steampowered.com/app/654440/Isotiles__Isometric_Puzzle_Game/
448,50,The Cat Games,0.9,https://store.steampowered.com/app/603260/The_Cat_Games/
1663,857,Kingdom Wars,0.66,https://store.steampowered.com/app/227180/Kingdom_Wars/
489,32,Helens Mysterious Castle,0.94,https://store.steampowered.com/app/418190/Helens_Mysterious_Castle/
2344,414,Fox Hime,0.85,https://store.steampowered.com/app/720280/Fox_Hime/
519,71,Suits A Business RPG,0.88,https://store.steampowered.com/app/410670/Suits_A_Business_RPG/
618,855,Modern Combat 5,0.42,https://store.steampowered.com/app/921060/Modern_Combat_5/
124,38,Puzzler World 2,0.77,https://store.steampowered.com/app/200130/Puzzler_World_2/
1022,210,The Underground Man,0.83,https://store.steampowered.com/app/513230/The_Underground_Man/
17,3,Super Volley Blast,0.85,https://store.steampowered.com/app/822040/Super_Volley_Blast/
193,268,Masters of the World  Geopolitical Simulator 3,0.42,https://store.steampowered.com/app/268890/Masters_of_the_World__Geopolitical_Simulator_3/
126,7,NEKONIN exHeart PLUS Nachi,0.95,https://store.steampowered.com/app/744520/NEKONIN_exHeart_PLUS_Nachi/
368,159,Jagged Alliance 2  Wildfire,0.7,https://store.steampowered.com/app/215930/Jagged_Alliance_2__Wildfire/
119,34,Heroes of Steel RPG,0.78,https://store.steampowered.com/app/291190/Heroes_of_Steel_RPG/
145,2,Woods Looting,0.99,https://store.steampowered.com/app/1043680/Woods_Looting/
15,0,Galaxy Trucker Extended Edition,1.0,https://store.steampowered.com/app/870690/Galaxy_Trucker_Extended_Edition/
24,4,Take Command  2nd Manassas,0.89,https://store.steampowered.com/app/392330/Take_Command__2nd_Manassas/
808,154,Terrorhedron Tower Defense,0.84,https://store.steampowered.com/app/299720/Terrorhedron_Tower_Defense/
29,36,Earthworm Jim 3D,0.46,https://store.steampowered.com/app/41600/Earthworm_Jim_3D/
74,8,SPAGHET,0.91,https://store.steampowered.com/app/821320/SPAGHET/
2962,223,Friday the 13th Killer Puzzle,0.93,https://store.steampowered.com/app/795100/Friday_the_13th_Killer_Puzzle/
248,59,,0.81,https://store.steampowered.com/app/1020060/_/
60,2,Duck Souls,0.98,https://store.steampowered.com/app/917290/Duck_Souls/
320,57,Scream Collector,0.85,https://store.steampowered.com/app/726390/Scream_Collector/
152,220,Underworld Ascendant,0.41,https://store.steampowered.com/app/692840/Underworld_Ascendant/
169,63,STAR WARS TIE Fighter Special Edition,0.73,https://store.steampowered.com/app/355250/STAR_WARS_TIE_Fighter_Special_Edition/
40,7,Boot Hill Heroes,0.87,https://store.steampowered.com/app/313470/Boot_Hill_Heroes/
77,34,Splendor,0.7,https://store.steampowered.com/app/376680/Splendor/
77,63,Zooicide,0.55,https://store.steampowered.com/app/622040/Zooicide/
13,6,Factory Coin Mining,0.73,https://store.steampowered.com/app/1069910/Factory_Coin_Mining/
70,12,CuberPunk 2089,0.86,https://store.steampowered.com/app/938300/CuberPunk_2089/
15,7,Virtual Boxing League,0.72,https://store.steampowered.com/app/777430/Virtual_Boxing_League/
1699,1231,Blitzkrieg 3,0.58,https://store.steampowered.com/app/235380/Blitzkrieg_3/
193,52,Ultimate Booster Experience,0.79,https://store.steampowered.com/app/499620/Ultimate_Booster_Experience/
36,6,Plant Tycoon,0.88,https://store.steampowered.com/app/16120/Plant_Tycoon/
293,37,360 No Scope Arena,0.89,https://store.steampowered.com/app/883100/360_No_Scope_Arena/
1149,74,LoveChoice,0.94,https://store.steampowered.com/app/939400/LoveChoice/
73,16,Collisions,0.83,https://store.steampowered.com/app/390910/Collisions/
55,16,Delta Force Task Force Dagger,0.78,https://store.steampowered.com/app/32650/Delta_Force_Task_Force_Dagger/
148,91,Daikatana,0.62,https://store.steampowered.com/app/242980/Daikatana/
