Positive,Negative,Game_name,Positive_Rate,Link
53,2,NEKOPARA Vol 2  Theme Song,0.98,https://store.steampowered.com/app/445680/NEKOPARA_Vol_2__Theme_Song/
152,30,Darkarta A Broken Hearts Quest Collectors Edition,0.84,https://store.steampowered.com/app/601530/Darkarta_A_Broken_Hearts_Quest_Collectors_Edition/
92,15,Damsel with persecutory delusion,0.86,https://store.steampowered.com/app/970510/Damsel_with_persecutory_delusion/
1868,255,DOKA 2 KISHKI EDITION,0.88,https://store.steampowered.com/app/967250/DOKA_2_KISHKI_EDITION/
59,7,Galactic Lander,0.9,https://store.steampowered.com/app/913600/Galactic_Lander/
1189,148,Warstone TD,0.89,https://store.steampowered.com/app/562500/Warstone_TD/
50,9,Never give up,0.86,https://store.steampowered.com/app/555320/Never_give_up/
179,18,Grapple,0.91,https://store.steampowered.com/app/268320/Grapple/
138,12,The Only Traitor DLC,0.92,https://store.steampowered.com/app/595290/The_Only_Traitor_DLC/
49,1,Einlanzer,0.98,https://store.steampowered.com/app/553760/Einlanzer/
182,38,Deadly Hunter VR,0.83,https://store.steampowered.com/app/594490/Deadly_Hunter_VR/
102,12,Tom Clancys Rainbow Six Siege  Blitz Bushido Set,0.9,https://store.steampowered.com/app/568950/Tom_Clancys_Rainbow_Six_Siege__Blitz_Bushido_Set/
153,25,Train Sim World RuhrSieg Nord Hagen  Finnentrop Route AddOn,0.86,https://store.steampowered.com/app/577355/Train_Sim_World_RuhrSieg_Nord_Hagen__Finnentrop_Route_AddOn/
109,8,Mirror OST,0.94,https://store.steampowered.com/app/844190/Mirror_OST/
60,3,Corona Blossom Vol3 Journey to the Stars,0.96,https://store.steampowered.com/app/562480/Corona_Blossom_Vol3_Journey_to_the_Stars/
69,17,The Last Crown Midnight Horror,0.81,https://store.steampowered.com/app/291770/The_Last_Crown_Midnight_Horror/
299,71,The Charnel House Trilogy,0.81,https://store.steampowered.com/app/288930/The_Charnel_House_Trilogy/
149,21,Nearwood  Collectors Edition,0.88,https://store.steampowered.com/app/286540/Nearwood__Collectors_Edition/
56,3,Train Simulator Weardale  Teesdale Network Route AddOn,0.96,https://store.steampowered.com/app/277777/Train_Simulator_Weardale__Teesdale_Network_Route_AddOn/
92,17,DARK SOULS II Crown of the Ivory King,0.85,https://store.steampowered.com/app/271944/DARK_SOULS_II_Crown_of_the_Ivory_King/
102,13,DARK SOULS II Crown of the Old Iron King,0.89,https://store.steampowered.com/app/271943/DARK_SOULS_II_Crown_of_the_Old_Iron_King/
101,21,The Forest of Doom Standalone,0.83,https://store.steampowered.com/app/270490/The_Forest_of_Doom_Standalone/
147,29,DCS Flaming Cliffs 3,0.84,https://store.steampowered.com/app/249320/DCS_Flaming_Cliffs_3/
213,47,Cognition An Erica Reed Thriller,0.82,https://store.steampowered.com/app/242780/Cognition_An_Erica_Reed_Thriller/
1041,129,Goodbye Deponia,0.89,https://store.steampowered.com/app/241910/Goodbye_Deponia/
45,7,Arma 3 Tools,0.88,https://store.steampowered.com/app/233800/Arma_3_Tools/
1476,221,SangFroid  Tales of Werewolves,0.87,https://store.steampowered.com/app/227220/SangFroid__Tales_of_Werewolves/
54,7,DmC Devil May Cry Costume Pack,0.9,https://store.steampowered.com/app/223790/DmC_Devil_May_Cry_Costume_Pack/
128,15,The Sims 3 Seasons,0.9,https://store.steampowered.com/app/223594/The_Sims_3_Seasons/
622,156,Tiny Troopers,0.8,https://store.steampowered.com/app/216110/Tiny_Troopers/
56,14,Call of Duty Black Ops II  Revolution,0.81,https://store.steampowered.com/app/219097/Call_of_Duty_Black_Ops_II__Revolution/
178,29,Fieldrunners 2,0.86,https://store.steampowered.com/app/215710/_Fieldrunners_2/
541,48,Magical Diary Horse Hall,0.92,https://store.steampowered.com/app/211340/Magical_Diary_Horse_Hall/
579,44,PAYDAY The Heist Wolfpack DLC,0.93,https://store.steampowered.com/app/207815/PAYDAY_The_Heist_Wolfpack_DLC/
202,5,To the Moon Soundtrack,0.98,https://store.steampowered.com/app/206450/To_the_Moon_Soundtrack/
387,12,Castle Crashers  Blacksmith Pack,0.97,https://store.steampowered.com/app/204372/Castle_Crashers__Blacksmith_Pack/
65,4,Hector Badge of Carnage  Full Series,0.95,https://store.steampowered.com/app/94620/Hector_Badge_of_Carnage__Full_Series/
64,17,Legend of Fae,0.8,https://store.steampowered.com/app/109200/Legend_of_Fae/
41,10,Kingdoms of Amalur Reckoning  Teeth of Naros,0.82,https://store.steampowered.com/app/102511/Kingdoms_of_Amalur_Reckoning__Teeth_of_Naros/
37,8,Train Simulator Chatham Main Line  LondonGillingham Route AddOn,0.84,https://store.steampowered.com/app/376946/Train_Simulator_Chatham_Main_Line__LondonGillingham_Route_AddOn/
124,32,Tiki Man,0.8,https://store.steampowered.com/app/376920/Tiki_Man/
47,6,Train Simulator Feather River Canyon Route AddOn,0.9,https://store.steampowered.com/app/376932/Train_Simulator_Feather_River_Canyon_Route_AddOn/
84,17,Big Fish Legend,0.84,https://store.steampowered.com/app/376560/Big_Fish_Legend/
294,13,The Witcher 3 Wild Hunt  Ballad Heroes Neutral Gwent Card Set,0.96,https://store.steampowered.com/app/376391/The_Witcher_3_Wild_Hunt__Ballad_Heroes_Neutral_Gwent_Card_Set/
271,9,The Witcher 3 Wild Hunt  New Quest Fools Gold,0.97,https://store.steampowered.com/app/376390/The_Witcher_3_Wild_Hunt__New_Quest_Fools_Gold/
151,34,Korwin The Game,0.82,https://store.steampowered.com/app/375030/Korwin_The_Game/
149,10,TransPlan,0.94,https://store.steampowered.com/app/374410/TransPlan/
138,9,Letter Quest Grimms Journey Remastered,0.94,https://store.steampowered.com/app/373970/Letter_Quest_Grimms_Journey_Remastered/
882,88,PAYDAY 2 Sokol Character Pack,0.91,https://store.steampowered.com/app/374301/PAYDAY_2_Sokol_Character_Pack/
185,10,The Witcher 3 Wild Hunt  Nilfgaardian Armor Set,0.95,https://store.steampowered.com/app/373950/The_Witcher_3_Wild_Hunt__Nilfgaardian_Armor_Set/
65,13,Pillars of Eternity  The White March Part II,0.84,https://store.steampowered.com/app/373740/Pillars_of_Eternity__The_White_March_Part_II/
59,4,UBERMOSH Vol7,0.95,https://store.steampowered.com/app/1029980/UBERMOSH_Vol7/
77,9,Sword Art Online Fatal Bullet  Dissonance Of The Nexus Expansion,0.9,https://store.steampowered.com/app/1010220/Sword_Art_Online_Fatal_Bullet__Dissonance_Of_The_Nexus_Expansion/
181,28,Timeflow  Time and Money Simulator,0.87,https://store.steampowered.com/app/1005930/Timeflow__Time_and_Money_Simulator/
135,22,Bucket Detective,0.86,https://store.steampowered.com/app/461170/Bucket_Detective/
100,24,Rolld,0.81,https://store.steampowered.com/app/461010/Rolld/
259,39,The Deed Dynasty,0.87,https://store.steampowered.com/app/460960/The_Deed_Dynasty/
198,9,Palinurus,0.96,https://store.steampowered.com/app/458760/Palinurus/
46,4,Gahkthun of the Golden Lightning Steam Edition,0.92,https://store.steampowered.com/app/458380/Gahkthun_of_the_Golden_Lightning_Steam_Edition/
154,35,Bunker Punks,0.82,https://store.steampowered.com/app/446120/Bunker_Punks/
63,10,Settled,0.87,https://store.steampowered.com/app/445750/Settled/
169,24,theHunter Extra Equipment,0.88,https://store.steampowered.com/app/584970/theHunter_Extra_Equipment/
141,9,Conductor,0.94,https://store.steampowered.com/app/584930/Conductor/
288,6,Everyday Genius SquareLogic,0.98,https://store.steampowered.com/app/32150/Everyday_Genius_SquareLogic/
133,0,Hotline Miami 2 Wrong Number  Soundtrack,1.0,https://store.steampowered.com/app/355890/Hotline_Miami_2_Wrong_Number__Soundtrack/
250,41,OlliOlli2 Welcome to Olliwood,0.86,https://store.steampowered.com/app/365660/OlliOlli2_Welcome_to_Olliwood/
56,6,Euro Truck Simulator 2  Valentines Paint Jobs Pack,0.91,https://store.steampowered.com/app/558243/Euro_Truck_Simulator_2__Valentines_Paint_Jobs_Pack/
70,9,Star Story The Horizon Escape,0.89,https://store.steampowered.com/app/610310/Star_Story_The_Horizon_Escape/
364,65,The Way,0.85,https://store.steampowered.com/app/311010/The_Way/
101,26,Pixel Fodder,0.8,https://store.steampowered.com/app/386600/Pixel_Fodder/
158,7,Assetto Corsa  Red Pack,0.96,https://store.steampowered.com/app/493190/Assetto_Corsa__Red_Pack/
778,107,JetsnGuns Gold,0.88,https://store.steampowered.com/app/262260/JetsnGuns_Gold/
162,17,Overclocked,0.91,https://store.steampowered.com/app/745560/Overclocked/
90,15,Mute Crimson,0.86,https://store.steampowered.com/app/384280/Mute_Crimson/
271,21,Beholder  Blissful Sleep,0.93,https://store.steampowered.com/app/616950/Beholder__Blissful_Sleep/
3393,217,Confess My Love,0.94,https://store.steampowered.com/app/637850/Confess_My_Love/
609,116,Total War WARHAMMER  Bretonnia,0.84,https://store.steampowered.com/app/534330/Total_War_WARHAMMER__Bretonnia/
154,7,Cursed Castilla Maldita Castilla EX,0.96,https://store.steampowered.com/app/534290/Cursed_Castilla_Maldita_Castilla_EX/
429,33,Agent Origins,0.93,https://store.steampowered.com/app/534110/Agent_Origins/
95,6,Corona Blossom Vol2 The Truth From Beyond,0.95,https://store.steampowered.com/app/531730/Corona_Blossom_Vol2_The_Truth_From_Beyond/
1472,201,Euro Truck Simulator 2  Heavy Cargo Pack,0.88,https://store.steampowered.com/app/531131/Euro_Truck_Simulator_2__Heavy_Cargo_Pack/
1169,89,Euro Truck Simulator 2  Vive la France,0.93,https://store.steampowered.com/app/531130/Euro_Truck_Simulator_2__Vive_la_France/
2176,242,Dead by Daylight  The Halloween Chapter,0.9,https://store.steampowered.com/app/530711/Dead_by_Daylight__The_Halloween_Chapter/
837,93,Dead by Daylight  The 80s Suitcase,0.9,https://store.steampowered.com/app/530710/Dead_by_Daylight__The_80s_Suitcase/
3396,508,Resident Evil 7  Biohazard 7 Teaser Beginning Hour,0.87,https://store.steampowered.com/app/530620/Resident_Evil_7__Biohazard_7_Teaser_Beginning_Hour/
3174,605,Blameless,0.84,https://store.steampowered.com/app/530330/Blameless/
237,33,Moekuri Adorable  Tactical SRPG,0.88,https://store.steampowered.com/app/529160/Moekuri_Adorable__Tactical_SRPG/
333,22,Philosophic Love,0.94,https://store.steampowered.com/app/528060/_Philosophic_Love/
387,64,Asura Vengeance Expansion,0.86,https://store.steampowered.com/app/524640/Asura_Vengeance_Expansion/
352,58,Galactic Civilizations III Crusade Expansion Pack,0.86,https://store.steampowered.com/app/527070/Galactic_Civilizations_III_Crusade_Expansion_Pack/
819,102,The House of Da Vinci,0.89,https://store.steampowered.com/app/522470/The_House_of_Da_Vinci/
232,26,Deaths Hangover,0.9,https://store.steampowered.com/app/521920/Deaths_Hangover/
97,18,iZBOT,0.85,https://store.steampowered.com/app/388970/iZBOT/
326,41,Cinders,0.89,https://store.steampowered.com/app/293680/Cinders/
331,11,Escape Goat,0.97,https://store.steampowered.com/app/251370/Escape_Goat/
237,33,Outcast  Second Contact,0.88,https://store.steampowered.com/app/618970/Outcast__Second_Contact/
128,29,Potatoman Seeks the Troof,0.82,https://store.steampowered.com/app/328500/Potatoman_Seeks_the_Troof/
149,4,Recursed,0.98,https://store.steampowered.com/app/497780/Recursed/
180,14,Kalimba,0.93,https://store.steampowered.com/app/324140/Kalimba/
87,5,Micron,0.95,https://store.steampowered.com/app/290380/Micron/
584,96,The Basement Collection,0.86,https://store.steampowered.com/app/214790/The_Basement_Collection/
1857,207,Apotheon,0.9,https://store.steampowered.com/app/208750/Apotheon/
47,8,Super Jagua,0.87,https://store.steampowered.com/app/514890/Super_Jagua/
107,18,Pixel Puzzles 2 Anime,0.86,https://store.steampowered.com/app/350810/Pixel_Puzzles_2_Anime/
210,14,Velocibox,0.94,https://store.steampowered.com/app/317710/Velocibox/
322,44,Insanely Twisted Shadow Planet,0.88,https://store.steampowered.com/app/205730/Insanely_Twisted_Shadow_Planet/
1227,270,Star Saviors,0.82,https://store.steampowered.com/app/314450/Star_Saviors/
383,48,Tcheco in the Castle of Lucio,0.89,https://store.steampowered.com/app/377600/Tcheco_in_the_Castle_of_Lucio/
92,10,Pumped BMX,0.91,https://store.steampowered.com/app/392070/Pumped_BMX/
1621,356,Escape the Game,0.82,https://store.steampowered.com/app/542310/Escape_the_Game/
58,13,AtmaSphere,0.83,https://store.steampowered.com/app/753660/AtmaSphere/
386,69,Oniken Unstoppable Edition,0.85,https://store.steampowered.com/app/252010/Oniken_Unstoppable_Edition/
151,38,Infinite Air with Mark McMorris,0.8,https://store.steampowered.com/app/488300/Infinite_Air_with_Mark_McMorris/
65,9,Treadnauts,0.89,https://store.steampowered.com/app/695970/Treadnauts/
129,18,Riptide GP Renegade,0.88,https://store.steampowered.com/app/443860/Riptide_GP_Renegade/
162,17,Magical Otoge Ciel,0.91,https://store.steampowered.com/app/521470/Magical_Otoge_Ciel/
184,26,Soda Girls,0.88,https://store.steampowered.com/app/519080/Soda_Girls/
2040,131,Accounting Legacy,0.94,https://store.steampowered.com/app/518580/Accounting_Legacy/
1975,349,Redout Enhanced Edition,0.85,https://store.steampowered.com/app/517710/Redout_Enhanced_Edition/
325,11,Bai Qu,0.97,https://store.steampowered.com/app/516600/Bai_Qu/
439,104,Cities Skylines  Natural Disasters,0.81,https://store.steampowered.com/app/515191/Cities_Skylines__Natural_Disasters/
596,82,Crashday Redline Edition,0.88,https://store.steampowered.com/app/508980/Crashday_Redline_Edition/
24,6,Dead by Daylight The Last Breath Chapter,0.83,https://store.steampowered.com/app/509060/Dead_by_Daylight_The_Last_Breath_Chapter/
96,2,Hyperdimension Neptunia ReBirth1 Deluxe Pack  DELUXE,0.98,https://store.steampowered.com/app/513730/Hyperdimension_Neptunia_ReBirth1_Deluxe_Pack__DELUXE/
132,30,Collision Course,0.82,https://store.steampowered.com/app/555400/Collision_Course/
424,14,Hacknet  Labyrinths,0.97,https://store.steampowered.com/app/521840/Hacknet__Labyrinths/
316,10,Harmonia,0.97,https://store.steampowered.com/app/421660/Harmonia/
894,100,ZeroK,0.9,https://store.steampowered.com/app/334920/ZeroK/
468,103,BITTRIP BEAT,0.82,https://store.steampowered.com/app/63700/BITTRIP_BEAT/
133,14,Sakura Nova,0.91,https://store.steampowered.com/app/539670/Sakura_Nova/
885,133,Neon Drive,0.87,https://store.steampowered.com/app/433910/Neon_Drive/
357,54,Steredenn,0.87,https://store.steampowered.com/app/347160/Steredenn/
83,7,Glorkian Warrior The Trials Of Glork,0.93,https://store.steampowered.com/app/341120/Glorkian_Warrior_The_Trials_Of_Glork/
159,22,Black Mirror III,0.88,https://store.steampowered.com/app/286480/Black_Mirror_III/
372,88,Mojo 2 Mia,0.81,https://store.steampowered.com/app/950530/Mojo_2_Mia/
89,8,Live2D VR Girls,0.92,https://store.steampowered.com/app/714100/Live2D_VR_Girls/
213,7,Green Elephant 2D,0.97,https://store.steampowered.com/app/589770/Green_Elephant_2D/
456,46,Death Skid Marks,0.91,https://store.steampowered.com/app/326150/Death_Skid_Marks/
199,33,LostWinds,0.86,https://store.steampowered.com/app/447780/LostWinds/
1200,134,Go Go Nippon My First Trip to Japan,0.9,https://store.steampowered.com/app/251870/Go_Go_Nippon_My_First_Trip_to_Japan/
127,10,Golden Hornet,0.93,https://store.steampowered.com/app/739260/Golden_Hornet/
49,9,Downward Spiral Prologue,0.86,https://store.steampowered.com/app/574940/Downward_Spiral_Prologue/
178,18,Phantom Brave PC   PC,0.91,https://store.steampowered.com/app/409870/Phantom_Brave_PC___PC/
684,68,oO,0.91,https://store.steampowered.com/app/367570/oO/
157,31,Super Star Path,0.84,https://store.steampowered.com/app/375120/Super_Star_Path/
704,96,GOCCO OF WAR,0.88,https://store.steampowered.com/app/346730/GOCCO_OF_WAR/
106,19,Pix the Cat,0.85,https://store.steampowered.com/app/330180/Pix_the_Cat/
2640,294,HalfLife 2 Update,0.9,https://store.steampowered.com/app/290930/HalfLife_2_Update/
173,16,The Red Stare,0.92,https://store.steampowered.com/app/625470/The_Red_Stare/
98,24,World to the West,0.81,https://store.steampowered.com/app/530020/World_to_the_West/
86,5,GNOG,0.95,https://store.steampowered.com/app/290510/GNOG/
296,65,Blocks That Matter,0.82,https://store.steampowered.com/app/111800/Blocks_That_Matter/
2422,211,Cthulhu Saves the World,0.92,https://store.steampowered.com/app/107310/Cthulhu_Saves_the_World/
388,64,PixelJunk Eden,0.86,https://store.steampowered.com/app/105800/PixelJunk_Eden/
1077,147,Drop Alive,0.88,https://store.steampowered.com/app/513450/Drop_Alive/
292,69,Song of the Deep,0.81,https://store.steampowered.com/app/460700/Song_of_the_Deep/
208,24,Concrete Jungle,0.9,https://store.steampowered.com/app/400160/Concrete_Jungle/
334,50,Sublevel Zero Redux,0.87,https://store.steampowered.com/app/327880/Sublevel_Zero_Redux/
266,17,Super Puzzle Platformer Deluxe,0.94,https://store.steampowered.com/app/238530/Super_Puzzle_Platformer_Deluxe/
97,9,TUNNEL DIVERS,0.92,https://store.steampowered.com/app/569720/TUNNEL_DIVERS/
1116,125,Memoria,0.9,https://store.steampowered.com/app/243200/Memoria/
135,14,DAMNOSAUR,0.91,https://store.steampowered.com/app/974950/DAMNOSAUR/
52,14,iBomber Attack,0.8,https://store.steampowered.com/app/218660/iBomber_Attack/
149,33,Tales Of Glory,0.82,https://store.steampowered.com/app/636970/Tales_Of_Glory/
98,25,Vertical Strike Endless Challenge,0.8,https://store.steampowered.com/app/313390/Vertical_Strike_Endless_Challenge/
1633,266,Dead Pixels,0.86,https://store.steampowered.com/app/222980/Dead_Pixels/
363,60,Legacy of Kain Defiance,0.86,https://store.steampowered.com/app/224300/Legacy_of_Kain_Defiance/
370,56,Mages of Mystralia,0.87,https://store.steampowered.com/app/529660/Mages_of_Mystralia/
337,46,Nitroplus Blasterz Heroines Infinite Duel,0.88,https://store.steampowered.com/app/482450/Nitroplus_Blasterz_Heroines_Infinite_Duel/
106,21,Chariot,0.84,https://store.steampowered.com/app/319450/Chariot/
236,36,FROSTBITE Deadly Climate,0.87,https://store.steampowered.com/app/890880/FROSTBITE_Deadly_Climate/
372,72,Element4l,0.84,https://store.steampowered.com/app/235820/Element4l/
4723,411,Synergy,0.92,https://store.steampowered.com/app/17520/Synergy/
1063,159,Hellbound Survival Mode,0.87,https://store.steampowered.com/app/802200/Hellbound_Survival_Mode/
104,24,ByeBye Wacky Planet,0.82,https://store.steampowered.com/app/492130/ByeBye_Wacky_Planet/
336,14,Mindshow,0.96,https://store.steampowered.com/app/382000/Mindshow/
158,22,Atomik RunGunJumpGun,0.88,https://store.steampowered.com/app/440550/Atomik_RunGunJumpGun/
80,21,The Next Penelope,0.8,https://store.steampowered.com/app/332250/The_Next_Penelope/
91,8,SUPER FLAIL,0.92,https://store.steampowered.com/app/891130/SUPER_FLAIL/
141,18,DERE EVIL EXE,0.89,https://store.steampowered.com/app/871950/DERE_EVIL_EXE/
69,7,Another Perspective,0.92,https://store.steampowered.com/app/305920/Another_Perspective/
94,16,Turbo Tunnel,0.86,https://store.steampowered.com/app/859090/Turbo_Tunnel/
549,83,INK,0.87,https://store.steampowered.com/app/385710/INK/
238,43,Typoman,0.85,https://store.steampowered.com/app/336240/Typoman/
342,56,BLACKHOLE,0.86,https://store.steampowered.com/app/322680/BLACKHOLE/
51,12,ELMIA,0.82,https://store.steampowered.com/app/738020/ELMIA/
3993,937,Atlas Reactor,0.81,https://store.steampowered.com/app/402570/Atlas_Reactor/
72,8,Fight Songs The Music Of Team Fortress 2,0.9,https://store.steampowered.com/app/629330/Fight_Songs_The_Music_Of_Team_Fortress_2/
317,40,Lydia,0.89,https://store.steampowered.com/app/629000/Lydia/
277,62,aMAZE 2,0.82,https://store.steampowered.com/app/628750/aMAZE_2/
63,15,Rising Storm 2 Vietnam  Digital Deluxe Edition Upgrade,0.82,https://store.steampowered.com/app/629750/Rising_Storm_2_Vietnam__Digital_Deluxe_Edition_Upgrade/
74,3,Rifter,0.97,https://store.steampowered.com/app/625740/Rifter/
92,6,Rising Storm 2 Vietnam  Pulling Rank Cosmetic DLC,0.94,https://store.steampowered.com/app/737270/Rising_Storm_2_Vietnam__Pulling_Rank_Cosmetic_DLC/
85,8,theHunter Call of the Wild  Shooting Range,0.92,https://store.steampowered.com/app/640230/theHunter_Call_of_the_Wild__Shooting_Range/
436,38,Arma 3 Malden,0.92,https://store.steampowered.com/app/639600/Arma_3_Malden/
168,6,Operation Warcade VR,0.97,https://store.steampowered.com/app/639270/Operation_Warcade_VR/
66,11,LEGO Worlds Classic Space Pack,0.87,https://store.steampowered.com/app/641000/LEGO_Worlds_Classic_Space_Pack/
141,10,Wayout 2 Hex,0.94,https://store.steampowered.com/app/585950/Wayout_2_Hex/
109,17,Little Nightmares  Secrets of The Maw Expansion Pass,0.87,https://store.steampowered.com/app/640920/Little_Nightmares__Secrets_of_The_Maw_Expansion_Pass/
1295,324,Rocketbirds Hardboiled Chicken,0.8,https://store.steampowered.com/app/215510/Rocketbirds_Hardboiled_Chicken/
3543,886,Wormis The Game,0.8,https://store.steampowered.com/app/466910/Wormis_The_Game/
85,2,Super Daryl Deluxe,0.98,https://store.steampowered.com/app/361230/Super_Daryl_Deluxe/
762,67,Echoes,0.92,https://store.steampowered.com/app/338000/Echoes/
63,5,Odysseus Kosmos and his Robot Quest Complete Season,0.94,https://store.steampowered.com/app/645820/Odysseus_Kosmos_and_his_Robot_Quest_Complete_Season/
204,36,Fire,0.85,https://store.steampowered.com/app/325520/Fire/
195,13,HalfLife  The Freeman Chronicles,0.94,https://store.steampowered.com/app/642920/HalfLife__The_Freeman_Chronicles/
220,25,Mysteries of Fence,0.9,https://store.steampowered.com/app/644550/__Mysteries_of_Fence/
107,17,Halfquake Trilogy,0.87,https://store.steampowered.com/app/644320/Halfquake_Trilogy/
131,27,Starlight of Aeons,0.83,https://store.steampowered.com/app/644200/Starlight_of_Aeons/
45,7,Alphabear Hardcover Edition,0.88,https://store.steampowered.com/app/644080/Alphabear_Hardcover_Edition/
153,9,Airtone,0.95,https://store.steampowered.com/app/631900/Airtone/
121,7,Agatha Knife,0.95,https://store.steampowered.com/app/618950/Agatha_Knife/
164,42,Dead by Daylight Original Soundtrack,0.8,https://store.steampowered.com/app/492140/Dead_by_Daylight_Original_Soundtrack/
71,7,Rescue Team,0.92,https://store.steampowered.com/app/338960/Rescue_Team/
48,11,The International 2019 Battle Pass,0.83,https://store.steampowered.com/app/1082350/The_International_2019_Battle_Pass/
66,2,American Truck Simulator  Forest Machinery,0.98,https://store.steampowered.com/app/1076080/American_Truck_Simulator__Forest_Machinery/
491,32,BirdGut,0.94,https://store.steampowered.com/app/1072390/BirdGut/
177,6,Mushroom Cats,0.97,https://store.steampowered.com/app/1071120/Mushroom_Cats/
146,35,Plasticity,0.81,https://store.steampowered.com/app/1069360/Plasticity/
920,92,HOME,0.91,https://store.steampowered.com/app/1067900/HOME/
252,28,The Defender Farm and Castle,0.9,https://store.steampowered.com/app/1067600/The_Defender_Farm_and_Castle/
60,5,Phucker in the Gulag,0.93,https://store.steampowered.com/app/1064420/Phucker_in_the_Gulag/
297,0,Unheard  The Lethal Script,1.0,https://store.steampowered.com/app/1065280/Unheard__The_Lethal_Script/
703,87,Pew Dew Redemption,0.89,https://store.steampowered.com/app/1063770/Pew_Dew_Redemption/
57,3,Rains love memory,0.95,https://store.steampowered.com/app/1058000/Rains_love_memory/
165,32,Neon Boost,0.84,https://store.steampowered.com/app/1057850/Neon_Boost/
341,30,The Lost We Lost,0.92,https://store.steampowered.com/app/1057680/_The_Lost_We_Lost/
95,14,theHunter Call of the Wild  Trophy Lodge Spring Creek Manor,0.88,https://store.steampowered.com/app/1052690/theHunter_Call_of_the_Wild__Trophy_Lodge_Spring_Creek_Manor/
1246,170,Burning Daylight,0.88,https://store.steampowered.com/app/1052070/Burning_Daylight/
290,48,Space Engineers  Decorative Pack,0.86,https://store.steampowered.com/app/1049790/Space_Engineers__Decorative_Pack/
168,19,Dead Cells  Rise of the Giant,0.9,https://store.steampowered.com/app/1046440/Dead_Cells__Rise_of_the_Giant/
715,46,Lovers of Aether,0.94,https://store.steampowered.com/app/1043180/Lovers_of_Aether/
88,3,Prologue for a Vacant Kingdom,0.97,https://store.steampowered.com/app/1040490/Prologue_for_a_Vacant_Kingdom/
69,10,Reverse Memories,0.88,https://store.steampowered.com/app/1036690/Reverse_Memories/
51,10,Killing Floor  Community Weapons Pack 3  Us Versus Them Total Conflict Pack,0.85,https://store.steampowered.com/app/258751/Killing_Floor__Community_Weapons_Pack_3__Us_Versus_Them_Total_Conflict_Pack/
126,12,Prey with Gun,0.92,https://store.steampowered.com/app/718940/Prey_with_Gun/
167,15,PUSS,0.92,https://store.steampowered.com/app/719750/PUSS/
58,10,A Case of Distrust,0.86,https://store.steampowered.com/app/717610/A_Case_of_Distrust/
92,9,Chicken Invaders 3,0.92,https://store.steampowered.com/app/377460/Chicken_Invaders_3/
156,40,HeXen II,0.8,https://store.steampowered.com/app/9060/HeXen_II/
96,17,Base Defense,0.85,https://store.steampowered.com/app/632730/Base_Defense/
131,22,Aircraft Evolution,0.86,https://store.steampowered.com/app/597030/Aircraft_Evolution/
49,13,Masky,0.8,https://store.steampowered.com/app/554800/Masky/
694,164,Castlevania Lords of Shadow  Mirror of Fate HD,0.81,https://store.steampowered.com/app/282530/Castlevania_Lords_of_Shadow__Mirror_of_Fate_HD/
353,53,Syder Arcade,0.87,https://store.steampowered.com/app/252310/Syder_Arcade/
3123,426,Teeworlds,0.88,https://store.steampowered.com/app/380840/Teeworlds/
205,52,Crash Time 3,0.8,https://store.steampowered.com/app/33620/Crash_Time_3/
504,57,Soundodger,0.9,https://store.steampowered.com/app/247140/Soundodger/
376,94,Zeno Clash 2,0.8,https://store.steampowered.com/app/215690/Zeno_Clash_2/
112,14,Craft The World  Sisters in Arms,0.89,https://store.steampowered.com/app/492680/Craft_The_World__Sisters_in_Arms/
81,17,Governor of Poker 2  Premium Edition,0.83,https://store.steampowered.com/app/70210/Governor_of_Poker_2__Premium_Edition/
100,20,Crown Champion Legends of the Arena,0.84,https://store.steampowered.com/app/527710/Crown_Champion_Legends_of_the_Arena/
228,3,Ding Dong XL,0.99,https://store.steampowered.com/app/862570/Ding_Dong_XL/
302,13,Fantasynth Chez Nous,0.96,https://store.steampowered.com/app/624460/Fantasynth_Chez_Nous/
83,13,Creepy Castle,0.87,https://store.steampowered.com/app/450440/Creepy_Castle/
795,51,Bot Vice,0.94,https://store.steampowered.com/app/491040/Bot_Vice/
132,15,Power Hover,0.9,https://store.steampowered.com/app/559960/Power_Hover/
89,14,Comanche 4,0.87,https://store.steampowered.com/app/32750/Comanche_4/
1282,159,Entropy  Zero,0.89,https://store.steampowered.com/app/714070/Entropy__Zero/
695,86,Teleglitch Die More Edition,0.89,https://store.steampowered.com/app/234390/Teleglitch_Die_More_Edition/
139,13,Mad Bullets,0.92,https://store.steampowered.com/app/452860/Mad_Bullets/
572,78,GoNNER,0.88,https://store.steampowered.com/app/437570/GoNNER/
129,7,Moonlight,0.95,https://store.steampowered.com/app/434410/Moonlight/
9865,1220,Moonbase Alpha,0.89,https://store.steampowered.com/app/39000/Moonbase_Alpha/
175,39,Total War WARHAMMER  Isabella von Carstein,0.82,https://store.steampowered.com/app/455041/Total_War_WARHAMMER__Isabella_von_Carstein/
1043,199,Reflex Arena,0.84,https://store.steampowered.com/app/328070/Reflex_Arena/
89,11,Fort Meow,0.89,https://store.steampowered.com/app/352070/Fort_Meow/
49,6,Persian Nights Sands of Wonders,0.9,https://store.steampowered.com/app/621080/Persian_Nights_Sands_of_Wonders/
494,44,American Truck Simulator  Heavy Cargo Pack,0.92,https://store.steampowered.com/app/620610/American_Truck_Simulator__Heavy_Cargo_Pack/
61,6,A Hand in the Darkness,0.92,https://store.steampowered.com/app/620200/A_Hand_in_the_Darkness/
